TF,type,Promoter,TF Gene Name,Promoter Gene Name,NUE #,TF Family,T-DNA?
AT1G71130,PD,AT5G13110,ERF070,G6PD2,NUE023,AP2/EREBP,x
AT1G71130,PD,AT5G07440,ERF070,GDH2,NUE017,AP2/EREBP,x
AT1G71130,PD,AT5G53460,ERF070,GLT1,NUE016,AP2/EREBP,x
AT1G71130,PD,AT1G66200,ERF070,GLN1;2,NUE014,AP2/EREBP,x
AT1G71130,PD,AT3G47520,ERF070,MDH,NUE022,AP2/EREBP,x
AT1G71130,PD,AT1G56010,ERF070,NAC1,NAC1,AP2/EREBP,x
AT1G71130,PD,AT1G77760,ERF070,NIA1,NUE010,AP2/EREBP,x
AT1G71130,PD,AT1G02860,ERF070,NLA,NUE060,AP2/EREBP,x
AT1G71130,PD,AT1G64530,AT1G71130,NLP6,NUE132,AP2/EREBP,x
AT1G71130,PD,AT1G12110,ERF070,NRT1.1,NUE001,AP2/EREBP,x
AT1G71130,PD,AT1G08090,ERF070,NRT2.1,NUE004,AP2/EREBP,x
AT1G71130,PD,AT4G24620,ERF070,PGI1,NUE029,AP2/EREBP,x
AT1G71130,PD,AT1G78050,ERF070,PGM1,NUE124,AP2/EREBP,x
AT1G71130,PD,AT5G57390,ERF070,PLT5,NUE117,AP2/EREBP,x
AT1G71130,PD,AT5G50200,ERF070,NRT3.1,NUE007,AP2/EREBP,x
AT1G72360,PD,AT2G15620,HRE1,NIR1,NUE012,AP2/EREBP,
AT1G72570,PD,AT3G26810,AIL1,AFB2,AFB2,,
AT1G73360,PD,AT1G30330,HDG11,ARF6,ARF6,,
AT1G73730,PD,AT5G41410,EIL3,BEL1,NUE076,EIL,
AT1G73730,PD,AT5G66320,EIL3,GATA5,NUE118,EIL,
AT1G73730,PD,AT5G07440,EIL3,GDH2,NUE017,EIL,
AT1G73730,PD,AT3G60750,EIL3,TKL,NUE027,EIL,
AT1G75240,PD,AT1G30330,HB33,ARF6,ARF6,ZF-HD,
AT1G75240,PD,AT4G24400,HB33,CIPK8,NUE064,ZF-HD,
AT1G75540,PD,AT1G32450,BBX21,NRT1.5,NUE003,C2C2-CO-LIKE,
AT1G75710,PD,AT5G07440,AT1G75710,GDH2,NUE017,C2H2,
AT1G76350,PD,AT2G31955,NLP5,CNX2,NUE120,NIN-LIKE,x
AT1G76350,PD,AT4G35260,NLP5,IDH1,NUE020,NIN-LIKE,x
AT1G76350,PD,AT2G15620,NLP5,NIR1,NUE012,NIN-LIKE,x
AT1G76350,PD,AT4G24620,NLP5,PGI1,NUE029,NIN-LIKE,x
AT1G76350,PD,AT3G60750,NLP5,TKL,NUE027,NIN-LIKE,x
AT1G76510,PD,AT1G72330,ARID5,ALAAT2,NUE030,ARID,x
AT1G76510,PD,AT1G77450,ARID5,ANAC032,NUE083,ARID,x
AT1G76510,PD,AT4G24400,ARID5,CIPK8,NUE064,ARID,x
AT1G76510,PD,AT5G35630,ARID5,GS2,NUE015,ARID,x
AT1G76510,PD,AT4G24620,ARID5,PGI1,NUE029,ARID,x
AT1G76880,PD,AT5G60910,AT1G76880,AGL8,NUE050,TRIHELIX,x
AT1G76880,PD,AT2G14210,AT1G76880,ANR1,NUE048,TRIHELIX,x
AT1G76880,PD,AT3G47340,AT1G76880,ASN1,NUE018,TRIHELIX,x
AT1G76880,PD,AT1G69850,AT1G76880,NRT1.2,NUE002,TRIHELIX,x
AT1G76880,PD,AT4G24400,AT1G76880,CIPK8,NUE064,TRIHELIX,x
AT1G76880,PD,AT1G56010,AT1G76880,NAC1,NAC1,TRIHELIX,x
AT1G76880,PD,AT1G77760,AT1G76880,NIA1,NUE010,TRIHELIX,x
AT1G76880,PD,AT2G15620,AT1G76880,NIR1,NUE012,TRIHELIX,x
AT1G76880,PD,AT5G50200,AT1G76880,NRT3.1,NUE007,TRIHELIX,x
AT1G76900,PD,AT5G07440,AtTLP1,GDH2,NUE017,TUB,
AT1G77570,PD,AT5G07440,AT1G77570,GDH2,NUE017,,
AT1G77640,PD,AT2G14210,ERF013,ANR1,NUE048,AP2/EREBP,
AT1G77640,PD,AT5G07440,ERF013,GDH2,NUE017,AP2/EREBP,
AT1G78080,PD,AT2G31955,RAP2.4,CNX2,NUE120,AP2/EREBP,
AT1G78600,PD,AT2G46830,LZF1,CCA1,NUE111,C2C2-CO-LIKE,
AT1G78600,PD,AT5G07440,LZF1,GDH2,NUE017,C2C2-CO-LIKE,
AT1G78600,PD,AT1G32450,LZF1,NRT1.5,NUE003,C2C2-CO-LIKE,
AT1G79180,PD,AT1G73870,ATMYB63,BBX16,NUE084,MYB,
AT1G79180,PD,AT5G53460,ATMYB63,GLT1,NUE016,MYB,
AT1G80840,PD,AT3G26810,WRKY40,AFB2,AFB2,WRKY,
AT2G02540,PD,AT1G72330,HB21,ALAAT2,NUE030,ZF-HD,
AT2G02540,PD,AT4G04955,HB21,ALN,NUE126,ZF-HD,
AT2G02540,PD,AT3G47340,HB21,ASN1,NUE018,ZF-HD,
AT2G02540,PD,AT1G30270,HB21,CIPK23,NUE065,ZF-HD,
AT2G02540,PD,AT4G24400,HB21,CIPK8,NUE064,ZF-HD,
AT2G02540,PD,AT2G31955,HB21,CNX2,NUE120,ZF-HD,
AT2G02540,PD,AT4G01120,HB21,GBF2,GBF2,ZF-HD,
AT2G02540,PD,AT5G07440,HB21,GDH2,NUE017,ZF-HD,
AT2G02540,PD,AT1G66200,HB21,GLN1;2,NUE014,ZF-HD,
AT2G02540,PD,AT1G64530,HB21,NLP6,NUE132,ZF-HD,
AT2G02540,PD,AT4G24020,HB21,NLP7,NUE063,ZF-HD,
AT2G04880,PD,AT5G37020,ZAP1,ARF8,ARF8,WRKY,
AT2G04880,PD,AT2G31955,ZAP1,CNX2,NUE120,WRKY,
AT2G16400,PD,AT5G07440,BLH7,GDH2,NUE017,,
AT2G18280,PD,AT5G07440,AtTLP2,GDH2,NUE017,TUB,
AT2G18380,PD,AT5G07440,GATA20,GDH2,NUE017,,
AT2G20880,PD,AT4G24400,ERF053,CIPK8,NUE064,AP2/EREBP,
AT2G20880,PD,AT2G31955,ERF053,CNX2,NUE120,AP2/EREBP,
AT2G20880,PD,AT1G66200,ERF053,GLN1;2,NUE014,AP2/EREBP,
AT2G21230,PD,AT3G26810,BZIP30,AFB2,AFB2,BZIP,
AT2G21230,PD,AT1G30330,BZIP30,ARF6,ARF6,BZIP,
AT2G21230,PD,AT5G37020,BZIP30,ARF8,ARF8,BZIP,
AT2G21230,PD,AT1G66200,BZIP30,GLN1;2,NUE014,BZIP,
AT2G21230,PD,AT3G47520,BZIP30,MDH,NUE022,BZIP,
AT2G21230,PD,AT1G12110,BZIP30,NRT1.1,NUE001,BZIP,
AT2G21320,PD,AT5G07440,AT2G21320,GDH2,NUE017,C2C2-CO-LIKE,
AT2G22430,PD,AT1G73870,HB6,BBX16,NUE084,HB,
AT2G22430,PD,AT5G60770,HB6,NRT2.4,NUE005,HB,
AT2G22840,PD,AT2G14210,GRF1,ANR1,NUE048,GRF,
AT2G22840,PD,AT1G69850,GRF1,NRT1.2,NUE002,GRF,
AT2G22840,PD,AT5G41410,AtGRF1,BEL1,NUE076,GRF,
AT2G22840,PD,AT4G24400,GRF1,CIPK8,NUE064,GRF,
AT2G22840,PD,AT2G31955,GRF1,CNX2,NUE120,GRF,
AT2G22840,PD,AT5G53460,GRF1,GLT1,NUE016,GRF,
AT2G22840,PD,AT1G66200,GRF1,GLN1;2,NUE014,GRF,
AT2G22840,PD,AT3G47520,GRF1,MDH,NUE022,GRF,
AT2G22840,PD,AT1G64530,AtGRF1,NLP6,NUE132,GRF,
AT2G22840,PD,AT1G12110,GRF1,NRT1.1,NUE001,GRF,
AT2G22840,PD,AT5G57390,GRF1,PLT5,NUE117,GRF,
AT2G22850,PD,AT2G46830,AtbZIP6,CCA1,NUE111,BZIP,
AT2G22850,PD,AT5G50200,AtbZIP6,NRT3.1,NUE007,BZIP,
AT2G22900,PD,AT1G77450,GT7,ANAC032,NUE083,CAMTA,
AT2G23290,PD,AT1G12820,AtMYB70,AFB3,AFB3,MYB,x
AT2G23290,PD,AT1G72330,AtMYB70,ALAAT2,NUE030,MYB,x
AT2G23290,PD,AT2G14210,AtMYB70,ANR1,NUE048,MYB,x
AT2G23290,PD,AT1G69850,AtMYB70,NRT1.2,NUE002,MYB,x
AT2G23290,PD,AT5G41410,AtMYB70,BEL1,NUE076,MYB,x
AT2G23290,PD,AT4G24400,AtMYB70,CIPK8,NUE064,MYB,x
AT2G23290,PD,AT2G31955,AtMYB70,CNX2,NUE120,MYB,x
AT2G23290,PD,AT5G13110,AtMYB70,G6PD2,NUE023,MYB,x
AT2G23290,PD,AT5G07440,AtMYB70,GDH2,NUE017,MYB,x
AT2G23290,PD,AT5G53460,AtMYB70,GLT1,NUE016,MYB,x
AT2G23290,PD,AT1G66200,AtMYB70,GLN1;2,NUE014,MYB,x
AT2G23290,PD,AT1G56010,AtMYB70,NAC1,NAC1,MYB,x
AT2G23290,PD,AT1G77760,AtMYB70,NIA1,NUE010,MYB,x
AT2G23290,PD,AT1G02860,AtMYB70,NLA,NUE060,MYB,x
AT2G23290,PD,AT1G64530,AtMYB70,NLP6,NUE132,MYB,x
AT2G23290,PD,AT4G24620,AtMYB70,PGI1,NUE029,MYB,x
AT2G23290,PD,AT1G78050,AtMYB70,PGM1,NUE124,MYB,x
AT2G23290,PD,AT5G57390,AtMYB70,PLT5,NUE117,MYB,x
AT2G23290,PD,AT5G50200,AtMYB70,NRT3.1,NUE007,MYB,x
AT2G23320,PD,AT3G26810,WRKY15,AFB2,AFB2,WRKY,
AT2G23320,PD,AT1G72330,WRKY15,ALAAT2,NUE030,WRKY,
AT2G23320,PD,AT2G14210,WRKY15,ANR1,NUE048,WRKY,
AT2G24500,PD,AT5G07440,FZF,GDH2,NUE017,C2H2,
AT2G24570,PD,AT2G14210,WRKY17,ANR1,NUE048,WRKY,
AT2G24570,PD,AT5G37020,WRKY17,ARF8,ARF8,WRKY,
AT2G24790,PD,AT5G37020,COL3,ARF8,ARF8,,
AT2G26150,PD,AT5G07440,ATHSFA2,GDH2,NUE017,HSF,
AT2G26940,PD,AT1G72330,AT2G26940,ALAAT2,NUE030,C2H2,
AT2G26940,PD,AT5G41410,AT2G26940,BEL1,NUE076,C2H2,
AT2G26940,PD,AT5G35630,AT2G26940,GS2,NUE015,C2H2,
AT2G27300,PD,AT2G25930,ANAC040,ELF3,NUE131,NAC,
AT2G27300,PD,AT5G07440,ANAC040,GDH2,NUE017,NAC,
AT2G27300,PD,AT5G57390,ANAC040,PLT5,NUE117,NAC,
AT2G30590,PD,AT1G72330,WRKY21,ALAAT2,NUE030,WRKY,
AT2G31230,PD,AT4G04955,ERF15,ALN,NUE126,AP2/EREBP,
AT2G31230,PD,AT1G77450,ERF15,ANAC032,NUE083,AP2/EREBP,
AT2G31230,PD,AT2G14210,ERF15,ANR1,NUE048,AP2/EREBP,
AT2G31230,PD,AT1G69850,ERF15,NRT1.2,NUE002,AP2/EREBP,
AT2G31230,PD,AT5G07440,ERF15,GDH2,NUE017,AP2/EREBP,
AT2G31230,PD,AT3G17820,ERF15,GLN1;3,NUE112,AP2/EREBP,
AT2G31230,PD,AT5G53460,ERF15,GLT1,NUE016,AP2/EREBP,
AT2G31230,PD,AT1G66200,ERF15,GLN1;2,NUE014,AP2/EREBP,
AT2G31230,PD,AT3G47520,ERF15,MDH,NUE022,AP2/EREBP,
AT2G31230,PD,AT1G56010,ERF15,NAC1,NAC1,AP2/EREBP,
AT2G31230,PD,AT1G37130,ERF15,NIA2,NUE011,AP2/EREBP,
AT2G31230,PD,AT5G60770,ERF15,NRT2.4,NUE005,AP2/EREBP,
AT2G31230,PD,AT3G08590,ERF15,PGM2,NUE125,AP2/EREBP,
AT2G31230,PD,AT5G57390,ERF15,PLT5,NUE117,AP2/EREBP,
AT2G31230,PD,AT4G05390,ERF15,RFNR1,NUE129,AP2/EREBP,
AT2G31230,PD,AT5G50200,ERF15,NRT3.1,NUE007,AP2/EREBP,
AT2G33480,PD,AT5G07440,ANAC041,GDH2,NUE017,NAC,
AT2G33860,PD,AT1G30330,ETT,ARF6,ARF6,ARF,
AT2G35530,PD,AT4G04955,bZIP16,ALN,NUE126,BZIP,
AT2G35530,PD,AT1G77450,bZIP16,ANAC032,NUE083,BZIP,
AT2G35530,PD,AT2G14210,bZIP16,ANR1,NUE048,BZIP,
AT2G35530,PD,AT3G47340,bZIP16,ASN1,NUE018,BZIP,
AT2G35530,PD,AT5G57390,bZIP16,PLT5,NUE117,BZIP,
AT2G35530,PD,AT5G50200,bZIP16,NRT3.1,NUE007,BZIP,
AT2G36270,PD,AT3G26810,ABI5,AFB2,AFB2,,
AT2G36400,PD,AT5G53460,AtGRF3,GLT1,NUE016,GRF,
AT2G36400,PD,AT1G66200,AtGRF3,GLN1;2,NUE014,GRF,
AT2G36720,PD,AT5G07440,AT2G36720,GDH2,NUE017,PHD,
AT2G37430,PD,AT5G60770,ZAT11,NRT2.4,NUE005,C2H2,
AT2G37630,PD,AT2G25930,ATPHAN,ELF3,NUE131,MYB,
AT2G38340,PD,AT1G12820,DREB19,AFB3,AFB3,AP2/EREBP,
AT2G38340,PD,AT5G37020,DREB19,ARF8,ARF8,AP2/EREBP,
AT2G38340,PD,AT5G07440,DREB19,GDH2,NUE017,,
AT2G38340,PD,AT1G64530,DREB19,NLP6,NUE132,AP2/EREBP,
AT2G38470,PD,AT1G72330,WRKY33,ALAAT2,NUE030,WRKY,
AT2G38470,PD,AT5G37020,WRKY33,ARF8,ARF8,WRKY,
AT2G40620,PD,AT1G12820,AT2G40620,AFB3,AFB3,BZIP,
AT2G40620,PD,AT3G08590,AT2G40620,PGM2,NUE125,BZIP,
AT2G40950,PD,AT1G12820,BZIP17,AFB3,AFB3,BZIP,
AT2G40950,PD,AT1G72330,BZIP17,ALAAT2,NUE030,BZIP,
AT2G40950,PD,AT2G14210,BZIP17,ANR1,NUE048,BZIP,
AT2G40950,PD,AT5G07440,BZIP17,GDH2,NUE017,BZIP,
AT2G40950,PD,AT5G35630,BZIP17,GS2,NUE015,BZIP,
AT2G40950,PD,AT1G64530,BZIP17,NLP6,NUE132,BZIP,
AT2G40950,PD,AT5G57390,BZIP17,PLT5,NUE117,BZIP,
AT2G41070,PD,AT5G53460,EEL,GLT1,NUE016,BZIP,x
AT2G42830,PD,AT5G07440,SHP2,GDH2,NUE017,,
AT2G44730,PD,AT1G12820,AT2G44730,AFB3,AFB3,TRIHELIX,x
AT2G44730,PD,AT5G60910,AT2G44730,AGL8,NUE050,TRIHELIX,x
AT2G44730,PD,AT1G72330,AT2G44730,ALAAT2,NUE030,TRIHELIX,x
AT2G44730,PD,AT1G77450,AT2G44730,ANAC032,NUE083,TRIHELIX,x
AT2G44730,PD,AT2G14210,AT2G44730,ANR1,NUE048,TRIHELIX,x
AT2G44730,PD,AT3G47340,AT2G44730,ASN1,NUE018,TRIHELIX,x
AT2G44730,PD,AT5G65010,AT2G44730,ASN2,NUE019,TRIHELIX,x
AT2G44730,PD,AT2G38290,AT2G44730,AMT2,NUE009,TRIHELIX,x
AT2G44730,PD,AT1G69850,AT2G44730,NRT1.2,NUE002,TRIHELIX,x
AT2G44730,PD,AT5G41410,AT2G44730,BEL1,NUE076,TRIHELIX,x
AT2G44730,PD,AT2G46830,AT2G44730,CCA1,NUE111,TRIHELIX,x
AT2G44730,PD,AT4G24400,AT2G44730,CIPK8,NUE064,TRIHELIX,x
AT2G44730,PD,AT2G31955,AT2G44730,CNX2,NUE120,TRIHELIX,x
AT2G44730,PD,AT2G25930,AT2G44730,ELF3,NUE131,TRIHELIX,x
AT2G44730,PD,AT5G13110,AT2G44730,G6PD2,NUE023,TRIHELIX,x
AT2G44730,PD,AT4G01120,AT2G44730,GBF2,GBF2,TRIHELIX,x
AT2G44730,PD,AT5G07440,AT2G44730,GDH2,NUE017,TRIHELIX,x
AT2G44730,PD,AT5G53460,AT2G44730,GLT1,NUE016,TRIHELIX,x
AT2G44730,PD,AT1G66200,AT2G44730,GLN1;2,NUE014,TRIHELIX,x
AT2G44730,PD,AT5G67420,AT2G44730,LBD37,NUE071,TRIHELIX,x
AT2G44730,PD,AT3G47520,AT2G44730,MDH,NUE022,TRIHELIX,x
AT2G44730,PD,AT1G56010,AT2G44730,NAC1,NAC1,TRIHELIX,x
AT2G44730,PD,AT1G54160,AT2G44730,NF-YA5,NF-YA5,TRIHELIX,x
AT2G44730,PD,AT1G77760,AT2G44730,NIA1,NUE010,TRIHELIX,x
AT2G44730,PD,AT2G15620,AT2G44730,NIR1,NUE012,TRIHELIX,x
AT2G44730,PD,AT1G02860,AT2G44730,NLA,NUE060,TRIHELIX,x
AT2G44730,PD,AT1G64530,AT2G44730,NLP6,NUE132,TRIHELIX,x
AT2G44730,PD,AT4G24020,AT2G44730,NLP7,NUE063,TRIHELIX,x
AT2G44730,PD,AT1G12110,AT2G44730,NRT1.1,NUE001,TRIHELIX,x
AT2G44730,PD,AT4G24620,AT2G44730,PGI1,NUE029,TRIHELIX,x
AT2G44730,PD,AT1G78050,AT2G44730,PGM1,NUE124,TRIHELIX,x
AT2G44730,PD,AT5G57390,AT2G44730,PLT5,NUE117,TRIHELIX,x
AT2G44730,PD,AT5G50200,AT2G44730,NRT3.1,NUE007,TRIHELIX,x
AT2G45680,PD,AT1G77760,TCP9,NIA1,NUE010,TCP,
AT2G46270,PD,AT1G72330,GBF3,ALAAT2,NUE030,BZIP,
AT2G46270,PD,AT2G14210,GBF3,ANR1,NUE048,BZIP,
AT2G46270,PD,AT5G65010,GBF3,ASN2,NUE019,BZIP,
AT2G46270,PD,AT4G24620,GBF3,PGI1,NUE029,BZIP,
AT2G46270,PD,AT5G50200,GBF3,NRT3.1,NUE007,BZIP,
AT2G46310,PD,AT4G04955,CRF5,ALN,NUE126,AP2/EREBP,
AT2G46310,PD,AT5G53460,CRF5,GLT1,NUE016,AP2/EREBP,
AT2G46310,PD,AT1G37130,CRF5,NIA2,NUE011,AP2/EREBP,
AT2G46530,PD,AT5G07440,ARF11,GDH2,NUE017,ARF,
AT2G46680,PD,AT5G65010,HB7,ASN2,NUE019,HB,
AT2G47270,PD,AT5G07440,UPB1,GDH2,NUE017,BHLH,
AT2G47890,PD,AT2G31955,AT2G47890,CNX2,NUE120,C2C2-CO-LIKE,
AT2G47900,PD,AT2G38290,AtTLP3,AMT2,NUE009,TUB,
AT2G47900,PD,AT5G07440,AtTLP3,GDH2,NUE017,,
AT2G47900,PD,AT4G24620,AtTLP3,PGI1,NUE029,TUB,
AT2G48100,PD,AT5G07440,AT2G48100,GDH2,NUE017,C2H2,
AT3G01970,PD,AT3G26810,WRKY45,AFB2,AFB2,WRKY,
AT3G01970,PD,AT1G72330,WRKY45,ALAAT2,NUE030,WRKY,
AT3G01970,PD,AT3G47520,WRKY45,MDH,NUE022,WRKY,
AT3G03200,PD,AT2G25930,ANAC045,ELF3,NUE131,NAC,
AT3G04070,PD,AT5G41410,ANAC047,BEL1,NUE076,NAC,
AT3G04070,PD,AT2G15620,ANAC047,NIR1,NUE012,NAC,
AT3G04730,PD,AT1G12110,IAA16,NRT1.1,NUE001,AUX/IAA,
AT3G05800,PD,AT5G07440,AIF1,GDH2,NUE017,,
AT3G06120,PD,AT5G07440,MUTE,GDH2,NUE017,,
AT3G06490,PD,AT2G31955,MYB108,CNX2,NUE120,MYB,
AT3G07650,PD,AT5G41410,COL9,BEL1,NUE076,C2C2-CO-LIKE,
AT3G07650,PD,AT2G31955,COL9,CNX2,NUE120,C2C2-CO-LIKE,
AT3G07650,PD,AT5G13110,COL9,G6PD2,NUE023,C2C2-CO-LIKE,
AT3G07650,PD,AT5G07440,COL9,GDH2,NUE017,C2C2-CO-LIKE,
AT3G08500,PD,AT2G25930,MYB83,ELF3,NUE131,MYB,x
AT3G08500,PD,AT4G24620,MYB83,PGI1,NUE029,MYB,x
AT3G10040,PD,AT5G50200,AT3G10040,NRT3.1,NUE007,TRIHELIX,
AT3G10470,PD,AT5G07440,AT3G10470,GDH2,NUE017,C2H2,
AT3G10500,PD,AT2G14210,ANAC053,ANR1,NUE048,NAC,x
AT3G10500,PD,AT1G12110,ANAC053,NRT1.1,NUE001,NAC,x
AT3G11280,PD,AT1G30330,AT3G11280,ARF6,ARF6,MYB,
AT3G11580,PD,AT5G67420,ARF32,LBD37,NUE071,ARF,x
AT3G11580,PD,AT3G47520,ARF32,MDH,NUE022,ARF,x
AT3G11580,PD,AT1G12110,ARF32,NRT1.1,NUE001,ARF,x
AT3G14180,PD,AT2G31955,ASIL2,CNX2,NUE120,TRIHELIX,
AT3G14180,PD,AT5G07440,ASIL2,GDH2,NUE017,,
AT3G14180,PD,AT1G64530,AT3G14180,NLP6,NUE132,TRIHELIX,
AT3G15170,PD,AT1G30330,CUC1,ARF6,ARF6,,
AT3G15210,PD,AT5G13110,ERF4,G6PD2,NUE023,AP2/EREBP,x
AT3G15210,PD,AT5G07440,ERF4,GDH2,NUE017,AP2/EREBP,x
AT3G15210,PD,AT1G66200,ERF4,GLN1;2,NUE014,AP2/EREBP,x
AT3G15210,PD,AT1G77760,ERF4,NIA1,NUE010,AP2/EREBP,x
AT3G15210,PD,AT1G64530,ERF4,NLP6,NUE132,AP2/EREBP,x
AT3G15210,PD,AT5G57390,ERF4,PLT5,NUE117,AP2/EREBP,x
AT3G15210,PD,AT5G50200,ERF4,NRT3.1,NUE007,AP2/EREBP,x
AT3G16770,PD,AT5G41410,RAP2.3,BEL1,NUE076,AP2/EREBP,
AT3G17100,PD,AT5G07440,AT3G17100,GDH2,NUE017,BHLH,
AT3G17100,PD,AT3G60750,AT3G17100,TKL,NUE027,BHLH,
AT3G17609,PD,AT5G07440,HYH,GDH2,NUE017,BZIP,
AT3G19290,PD,AT1G77450,ABF4,ANAC032,NUE083,BZIP,x
AT3G19290,PD,AT2G14210,ABF4,ANR1,NUE048,BZIP,x
AT3G19290,PD,AT3G47340,ABF4,ASN1,NUE018,BZIP,x
AT3G19290,PD,AT5G65010,ABF4,ASN2,NUE019,BZIP,x
AT3G19290,PD,AT1G69850,ABF4,NRT1.2,NUE002,BZIP,x
AT3G19290,PD,AT5G41410,ABF4,BEL1,NUE076,BZIP,x
AT3G19290,PD,AT2G46830,ABF4,CCA1,NUE111,BZIP,x
AT3G19290,PD,AT4G24400,ABF4,CIPK8,NUE064,BZIP,x
AT3G19290,PD,AT5G13110,ABF4,G6PD2,NUE023,BZIP,x
AT3G19290,PD,AT4G01120,ABF4,GBF2,GBF2,BZIP,x
AT3G19290,PD,AT1G66200,ABF4,GLN1;2,NUE014,BZIP,x
AT3G19290,PD,AT3G47520,ABF4,MDH,NUE022,BZIP,x
AT3G19290,PD,AT1G56010,ABF4,NAC1,NAC1,BZIP,x
AT3G19290,PD,AT1G02860,ABF4,NLA,NUE060,BZIP,x
AT3G19290,PD,AT1G64530,ABF4,NLP6,NUE132,BZIP,x
AT3G19290,PD,AT1G12110,ABF4,NRT1.1,NUE001,BZIP,x
AT3G19290,PD,AT4G24620,ABF4,PGI1,NUE029,BZIP,x
AT3G19290,PD,AT1G78050,ABF4,PGM1,NUE124,BZIP,x
AT3G19290,PD,AT5G57390,ABF4,PLT5,NUE117,BZIP,x
AT3G19290,PD,AT5G50200,ABF4,NRT3.1,NUE007,BZIP,x
AT3G19580,PD,AT1G72330,AZF2,ALAAT2,NUE030,C2H2,
AT3G19580,PD,AT2G31955,AZF2,CNX2,NUE120,C2H2,
AT3G19860,PD,AT2G25930,bHLH121,ELF3,NUE131,BHLH,
AT3G21175,PD,AT3G26810,ZML1,AFB2,AFB2,C2C2-GATA,
AT3G22760,PD,AT5G07440,SOL1,GDH2,NUE017,CPP,
AT3G23030,PD,AT1G30330,IAA2,ARF6,ARF6,AUX/IAA,
AT3G23240,PD,AT4G05390,ERF1,RFNR1,NUE129,AP2/EREBP,
AT3G24050,PD,AT1G12820,GATA1,AFB3,AFB3,C2C2-GATA,x
AT3G24050,PD,AT2G46830,GATA1,CCA1,NUE111,C2C2-GATA,x
AT3G24050,PD,AT1G30270,GATA1,CIPK23,NUE065,C2C2-GATA,x
AT3G24050,PD,AT2G25930,GATA1,ELF3,NUE131,C2C2-GATA,x
AT3G24050,PD,AT5G53460,GATA1,GLT1,NUE016,C2C2-GATA,x
AT3G24050,PD,AT1G12110,GATA1,NRT1.1,NUE001,C2C2-GATA,x
AT3G24050,PD,AT3G08590,GATA1,PGM2,NUE125,C2C2-GATA,x
AT3G24490,PD,AT5G07440,AT3G24490,GDH2,NUE017,TRIHELIX,
AT3G25730,PD,AT1G12820,EDF3,AFB3,AFB3,AP2/EREBP,x
AT3G25730,PD,AT1G77450,EDF3,ANAC032,NUE083,AP2/EREBP,x
AT3G25730,PD,AT1G66200,EDF3,GLN1;2,NUE014,AP2/EREBP,x
AT3G25730,PD,AT3G47520,EDF3,MDH,NUE022,AP2/EREBP,x
AT3G25730,PD,AT1G56010,EDF3,NAC1,NAC1,AP2/EREBP,x
AT3G25730,PD,AT2G15620,EDF3,NIR1,NUE012,AP2/EREBP,x
AT3G25730,PD,AT1G02860,EDF3,NLA,NUE060,AP2/EREBP,x
AT3G25730,PD,AT5G40850,EDF3,UPM1,NUE013,AP2/EREBP,x
AT3G25730,PD,AT5G50200,EDF3,NRT3.1,NUE007,AP2/EREBP,x
AT3G28920,PD,AT1G72330,HB34,ALAAT2,NUE030,ZF-HD,
AT3G28920,PD,AT4G24400,HB34,CIPK8,NUE064,ZF-HD,
AT3G28920,PD,AT2G31955,HB34,CNX2,NUE120,ZF-HD,
AT3G28920,PD,AT4G01120,HB34,GBF2,GBF2,ZF-HD,
AT3G28920,PD,AT5G07440,HB34,GDH2,NUE017,ZF-HD,
AT3G28920,PD,AT1G66200,HB34,GLN1;2,NUE014,ZF-HD,
AT3G28920,PD,AT1G77760,HB34,NIA1,NUE010,ZF-HD,
AT3G28920,PD,AT2G15620,HB34,NIR1,NUE012,ZF-HD,
AT3G28920,PD,AT1G64530,HB34,NLP6,NUE132,ZF-HD,
AT3G28920,PD,AT4G24020,HB34,NLP7,NUE063,ZF-HD,
AT3G42790,PD,AT5G18270,AL3,ANAC087,NUE077,ALFIN-LIKE,
AT3G42790,PD,AT1G30270,AL3,CIPK23,NUE065,ALFIN-LIKE,
AT3G42790,PD,AT4G24400,AL3,CIPK8,NUE064,ALFIN-LIKE,
AT3G42790,PD,AT5G53460,AL3,GLT1,NUE016,ALFIN-LIKE,
AT3G42790,PD,AT3G49940,AL3,LBD38,NUE072,ALFIN-LIKE,
AT3G42790,PD,AT4G37540,AL3,LBD39,NUE073,ALFIN-LIKE,
AT3G45610,PD,AT1G72330,DOF3.2,ALAAT2,NUE030,C2C2-DOF,
AT3G46600,PD,AT1G12820,SCL30,AFB3,AFB3,GRAS,
AT3G46600,PD,AT1G78050,SCL30,PGM1,NUE124,GRAS,
AT3G49760,PD,AT5G50200,AtbZIP5,NRT3.1,NUE007,BZIP,
AT3G50260,PD,AT2G31955,DEAR1,CNX2,NUE120,AP2/EREBP,
AT3G50410,PD,AT5G07440,OBP1,GDH2,NUE017,C2C2-DOF,
AT3G51910,PD,AT5G07440,AT-HSFA7A,GDH2,NUE017,HSF,
AT3G53340,PD,AT5G65010,NF-YB10,ASN2,NUE019,CCAAT-HAP3,x
AT3G53340,PD,AT2G31955,NF-YB10,CNX2,NUE120,CCAAT-HAP3,x
AT3G53340,PD,AT3G47520,NF-YB10,MDH,NUE022,CCAAT-HAP3,x
AT3G53340,PD,AT1G77760,NF-YB10,NIA1,NUE010,CCAAT-HAP3,x
AT3G53340,PD,AT5G50200,NF-YB10,NRT3.1,NUE007,CCAAT-HAP3,x
